Sample,Weight,Label,Prediction_0,Prediction_1,Prediction_2,Prediction_3,Prediction_4,Prediction_5,Prediction_6,Prediction_7,Prediction_8,Prediction_9,Prediction_10,Prediction_11,Prediction_12,Prediction_13,Prediction_14,Prediction_15
HIP00924,0.0025,1.0,0.53705686,0.72011316,0.60489607,0.52795625,0.48589736,0.5659676,0.32428503,0.5692709,0.303275,0.47014928,0.68045044,0.5703328,0.55533177,0.45239547,0.45820096,0.5033389
HIP00926,0.002136752136752137,0.0,0.3626759,0.23319829,0.5218139,0.36980146,0.26881716,0.6769895,0.5504106,0.31087196,0.25947207,0.32033265,0.5510787,0.47103202,0.4692886,0.60961634,0.5288097,0.3601914
HIP00971,0.0025,1.0,0.7255347,0.683054,0.5773836,0.58661014,0.65402776,0.47845364,0.6293354,0.62228674,0.58474773,0.8242335,0.3618707,0.69467497,0.40108743,0.34603253,0.5414056,0.62204236
HIP00985,0.0025,1.0,0.67084503,0.59248847,0.39541608,0.65653765,0.51314515,0.38672513,0.54299104,0.49316475,0.6219218,0.631582,0.32816267,0.5895799,0.27451092,0.3294022,0.48884475,0.6019618
HIP00997,0.002136752136752137,0.0,0.39503747,0.2663911,0.66822046,0.3924647,0.5127472,0.53769714,0.48885724,0.44382507,0.28514722,0.33292106,0.60861355,0.42830694,0.52440596,0.6230189,0.49254832,0.35783905
HIP01022,0.002136752136752137,0.0,0.5939959,0.36868697,0.32234925,0.6389569,0.3815922,0.28855923,0.3504274,0.6344602,0.38689688,0.2841749,0.20953447,0.3440343,0.29377025,0.23585531,0.28864127,0.54847807
HIP01160,0.002136752136752137,0.0,0.36748093,0.3683092,0.6844504,0.6224546,0.43164554,0.6765235,0.30511564,0.49013835,0.43850243,0.35436863,0.62693024,0.43660045,0.63036543,0.5466326,0.65027344,0.4705777
HIP01161,0.002136752136752137,0.0,0.59368086,0.21488395,0.6686636,0.3891229,0.25682136,0.8431431,0.34706104,0.47071546,0.24946412,0.1830571,0.77023137,0.23726857,0.57863045,0.72496945,0.77076256,0.41092658
HIP01206,0.002136752136752137,0.0,0.52472115,0.39898646,0.4562547,0.48640528,0.42839974,0.31461474,0.41681102,0.42475823,0.4197316,0.46449938,0.61528116,0.38627377,0.59184074,0.60426,0.43193388,0.55620635
HIP01219,0.0025,1.0,0.77213246,0.5323883,0.51447153,0.5709382,0.6377982,0.4918838,0.62751794,0.52547044,0.5755869,0.67103314,0.5667939,0.6040004,0.614055,0.27583128,0.50954264,0.57029676
HIP01220,0.0025,1.0,0.70994365,0.5605215,0.5333677,0.65774345,0.44633314,0.384092,0.5442823,0.5111569,0.51671433,0.5374424,0.6072858,0.48921108,0.301693,0.3296225,0.44672573,0.6211503
HIP01223,0.0025,1.0,0.35332203,0.38459036,0.62620676,0.5019714,0.48304492,0.65724254,0.43718097,0.4513896,0.3546254,0.44052586,0.776809,0.37417185,0.654147,0.80799484,0.74507093,0.40597606
HIP01232,0.0025,1.0,0.70457673,0.71560353,0.3323146,0.7120553,0.54283625,0.457472,0.6501817,0.62132704,0.84017885,0.6809222,0.3468273,0.6093745,0.2609756,0.3477521,0.3295809,0.66599894
HIP01253,0.002136752136752137,0.0,0.487407,0.61046666,0.5129843,0.725653,0.44890222,0.6883051,0.5825018,0.5996448,0.42381662,0.56165797,0.38056812,0.6449622,0.40003726,0.4847078,0.49378473,0.6260865
HIP01313,0.002136752136752137,0.0,0.3601674,0.2779916,0.6882758,0.4789689,0.41784197,0.62155217,0.47366416,0.5694055,0.6501893,0.20541593,0.63534594,0.28897697,0.4017353,0.45896587,0.6141509,0.42076027
HIP01359,0.002136752136752137,0.0,0.39052147,0.2418561,0.53282744,0.3226537,0.37781754,0.45684347,0.32081506,0.31721443,0.23740155,0.22016013,0.43134862,0.30426735,0.26928204,0.37770486,0.40153295,0.45256406
HIP01391,0.002136752136752137,0.0,0.43771264,0.4281739,0.50056785,0.47661856,0.40602326,0.53802973,0.47433496,0.52675515,0.50586724,0.41823098,0.44393805,0.501995,0.38689637,0.3507213,0.37492526,0.68957824
HIP01392,0.002136752136752137,0.0,0.68464637,0.3773428,0.5964448,0.4892418,0.41584063,0.525298,0.51454407,0.55208725,0.63935983,0.38864636,0.4823769,0.509728,0.3557898,0.7276722,0.52933896,0.6755417
HIP01470,0.0025,1.0,0.44905424,0.25502434,0.658339,0.42569458,0.4714702,0.66659105,0.5016952,0.49091044,0.4571034,0.4111368,0.6857843,0.271056,0.48358014,0.57141554,0.7403526,0.4874815
HIP01596,0.002136752136752137,0.0,0.5188494,0.43509918,0.5925087,0.5672587,0.38468742,0.4432156,0.5796229,0.63176596,0.58474547,0.43623456,0.40001142,0.58851784,0.25400543,0.46587577,0.5698676,0.5902424
HIP01597,0.002136752136752137,0.0,0.28921437,0.20349586,0.5368301,0.3367176,0.3153268,0.4850261,0.23564705,0.4058932,0.23926893,0.23709849,0.57199454,0.27816546,0.5311352,0.4997166,0.6008545,0.34321582
HIP01797,0.002136752136752137,0.0,0.41564867,0.56658983,0.69268954,0.43630016,0.5866676,0.5692327,0.36971933,0.46975598,0.36291644,0.47667265,0.7722448,0.35926068,0.52168643,0.7024725,0.6300368,0.5457423
HIP01820,0.002136752136752137,0.0,0.18925318,0.3472644,0.6009802,0.27284873,0.34199828,0.49935082,0.24401969,0.5383928,0.45724133,0.24629945,0.49482974,0.2307181,0.6621877,0.5998279,0.45453176,0.37489918
HIP01850,0.0025,1.0,0.42835206,0.5013815,0.5833011,0.43355626,0.33633214,0.6696069,0.40384585,0.52044994,0.47709247,0.6326846,0.5848515,0.6315943,0.60270363,0.6161,0.7242352,0.42939955
HIP01870,0.002136752136752137,0.0,0.5858024,0.49271405,0.43410358,0.5728232,0.4640196,0.6010135,0.58905417,0.46979776,0.3993617,0.43858972,0.40563157,0.49143255,0.27679485,0.4047082,0.5280603,0.52025586
HIP02078,0.0025,1.0,0.5028576,0.54595715,0.7516891,0.5598235,0.40118727,0.75969267,0.35857207,0.50363845,0.25935906,0.5847795,0.51661587,0.46307984,0.73531795,0.73984796,0.72051305,0.33907735
HIP02090,0.002136752136752137,0.0,0.1916635,0.14599913,0.67197585,0.24428764,0.20388728,0.61638427,0.36848208,0.30963713,0.17237636,0.14371523,0.6940986,0.15875491,0.6467561,0.7104132,0.70090044,0.20963275
HIP02103,0.002136752136752137,0.0,0.19323924,0.106482506,0.6062278,0.17742127,0.14053023,0.56320167,0.17975983,0.2502554,0.1919887,0.097103596,0.61779994,0.12510699,0.6837913,0.7072697,0.47209936,0.22233981
HIP02112,0.002136752136752137,0.0,0.1421301,0.05835092,0.73233074,0.33308798,0.21428236,0.82697177,0.24331468,0.30360287,0.14551991,0.090779334,0.8741211,0.06797668,0.6911566,0.7579323,0.69242644,0.32390732
HIP02126,0.0025,1.0,0.21286929,0.25457293,0.70499057,0.29122093,0.3738225,0.79579365,0.50255036,0.3233281,0.2749734,0.29317436,0.85322315,0.26504147,0.83421934,0.8989227,0.6065317,0.292023
HIP02271,0.0025,1.0,0.65449286,0.67253125,0.59979224,0.708114,0.5190282,0.41759652,0.62456775,0.59675175,0.7243397,0.69131494,0.28129727,0.6988611,0.39407605,0.5487306,0.42459318,0.64076483
HIP02734,0.002136752136752137,0.0,0.3674305,0.21277195,0.68252075,0.32549655,0.3031959,0.7230366,0.47748023,0.4849446,0.54149485,0.22773987,0.61883444,0.27791485,0.6031158,0.6182762,0.5632517,0.36445835
HIP02737,0.002136752136752137,0.0,0.4578257,0.511459,0.39502245,0.523179,0.404589,0.57914597,0.5286766,0.39198747,0.56600875,0.518562,0.559836,0.57725656,0.56298,0.56723315,0.5221042,0.5565175
HIP02790,0.0025,1.0,0.22874326,0.19908002,0.6476533,0.41692945,0.2154763,0.63086903,0.28197116,0.38351315,0.20933077,0.2253848,0.8524959,0.33165988,0.81437105,0.7417141,0.5919777,0.2648502
HIP02811,0.002136752136752137,0.0,0.3514129,0.3111297,0.624177,0.33561128,0.4128733,0.42393684,0.32206827,0.42089105,0.4210125,0.2970273,0.4990104,0.3005948,0.40546995,0.435439,0.5882889,0.41958255
HIP02820,0.002136752136752137,0.0,0.4058364,0.19560775,0.5541957,0.2670274,0.23647144,0.570243,0.3717878,0.30708134,0.3066774,0.2378268,0.5940762,0.25716096,0.44537404,0.5722113,0.5049561,0.35219598
HIP02877,0.002136752136752137,0.0,0.4579973,0.52464956,0.43512538,0.47988465,0.5275748,0.23647118,0.30630702,0.42022166,0.36151308,0.4559555,0.28459042,0.49245018,0.4184845,0.4376412,0.34159,0.4312317
HIP02931,0.002136752136752137,0.0,0.489817,0.3751291,0.72327906,0.46184748,0.39280325,0.646269,0.4892956,0.3411333,0.36136824,0.37054712,0.62006086,0.3587229,0.34532183,0.47037324,0.5937676,0.44923738
HIP02947,0.0025,1.0,0.4905513,0.402022,0.56238294,0.43632573,0.5675967,0.4272285,0.54480505,0.4805366,0.62121403,0.5424971,0.44243795,0.66637063,0.4979901,0.35831976,0.48583394,0.48233297
HIP02962,0.0025,1.0,0.7615309,0.9031837,0.3320987,0.6572127,0.78762805,0.43025503,0.81059,0.66680574,0.80913377,0.8416282,0.29825157,0.9032401,0.5907672,0.52010816,0.2653122,0.6563046
HIP03004,0.002136752136752137,0.0,0.28382456,0.38316014,0.5258408,0.656737,0.36150664,0.6023972,0.41521794,0.3648913,0.91410196,0.46804178,0.44855988,0.48331535,0.44909155,0.5059856,0.60247976,0.40935028
HIP03099,0.002136752136752137,0.0,0.38005,0.3486245,0.32593828,0.38358366,0.31414843,0.6146055,0.40981975,0.51632154,0.63877904,0.42968935,0.40840447,0.5666584,0.4661838,0.47804943,0.46732086,0.5515523
HIP03107,0.002136752136752137,0.0,0.28215343,0.6548954,0.5133391,0.4798747,0.561628,0.48693782,0.36161152,0.3912687,0.6144807,0.64035106,0.57351196,0.42170742,0.54463553,0.8002383,0.42057642,0.5817529
HIP03125,0.002136752136752137,0.0,0.5706988,0.4232922,0.3518499,0.38028097,0.43411475,0.2772591,0.29907066,0.44953454,0.39683536,0.45378286,0.39768434,0.48089388,0.3414557,0.39471218,0.38404572,0.4818198
HIP03184,0.002136752136752137,0.0,0.29706982,0.86044526,0.12547678,0.38519502,0.5598887,0.07702941,0.3772285,0.43741983,0.6206385,0.55047023,0.12907344,0.5955867,0.40131524,0.27872294,0.086759835,0.404984
HIP03216,0.0025,1.0,0.64580995,0.54300267,0.4085191,0.6489486,0.66148305,0.3697557,0.4725397,0.5893322,0.34082052,0.5996519,0.40551764,0.6568289,0.4631692,0.46621904,0.38730657,0.5173563
HIP03228,0.002136752136752137,0.0,0.20130557,0.078769684,0.6828811,0.1834915,0.20774573,0.6775149,0.48767808,0.27640927,0.36324358,0.0780015,0.63506603,0.16190064,0.73426557,0.6915754,0.6393799,0.20134592
HIP03233,0.0025,1.0,0.48167428,0.4291557,0.70468557,0.47343403,0.35164237,0.5302457,0.52941495,0.6991436,0.52824056,0.3424125,0.5565787,0.6142642,0.62795734,0.52461475,0.81613714,0.5354884
HIP03236,0.002136752136752137,0.0,0.23139077,0.12555501,0.395616,0.21323478,0.32736456,0.42313594,0.27522418,0.42349425,0.21606344,0.19212717,0.65906084,0.1964657,0.44661814,0.5598292,0.48892415,0.3004396
HIP03275,0.0025,1.0,0.63966423,0.72297287,0.3405762,0.73854345,0.6528376,0.5103878,0.7589164,0.52795666,0.6383515,0.7030953,0.21045297,0.64692104,0.42153072,0.5314428,0.369757,0.64790475
HIP03378,0.0025,1.0,0.7828076,0.63551027,0.3989854,0.66481566,0.6508589,0.25339267,0.75512445,0.6838008,0.71319175,0.8033696,0.32224736,0.6819107,0.24058601,0.25592363,0.31026912,0.6721304
HIP03381,0.0025,1.0,0.5495226,0.6390449,0.6015166,0.6547865,0.39230332,0.58252794,0.6114607,0.59677994,0.46923062,0.53492326,0.5214956,0.58649766,0.5076599,0.3545187,0.65893036,0.74716
HIP03385,0.002136752136752137,0.0,0.5790231,0.36208445,0.44502497,0.6999848,0.40801707,0.28580588,0.5049135,0.49540052,0.6186218,0.3660184,0.5524073,0.40136567,0.15189123,0.24742225,0.446915,0.71891975
HIP03484,0.002136752136752137,0.0,0.642536,0.43468142,0.4313858,0.7024932,0.5393775,0.43685895,0.54245603,0.52061,0.3463387,0.4533173,0.6520344,0.4889329,0.3391073,0.40189236,0.39410722,0.5296054
HIP03495,0.0025,1.0,0.7076551,0.6950432,0.32854742,0.62896097,0.668617,0.21056238,0.7449728,0.67163223,0.7655013,0.60464174,0.4833602,0.67659444,0.13836905,0.20508257,0.2694577,0.65714633
HIP03502,0.002136752136752137,0.0,0.47500867,0.68476284,0.24062207,0.33427024,0.5566339,0.25418884,0.3846907,0.49209088,0.27834854,0.63835275,0.23796359,0.65763247,0.41892377,0.6962274,0.29702455,0.49500895
HIP03505,0.002136752136752137,0.0,0.5732237,0.73662966,0.52474326,0.6047956,0.6004185,0.6178813,0.6077572,0.5601749,0.74736565,0.7843375,0.42279983,0.58530784,0.25343242,0.45517898,0.5223114,0.61180663
HIP03511,0.0025,1.0,0.6798109,0.6665836,0.4065361,0.45214474,0.5671051,0.6569348,0.35705358,0.4899667,0.6004904,0.63546556,0.30054525,0.7176473,0.6453713,0.40373194,0.45765024,0.616493
HIP03591,0.002136752136752137,0.0,0.3841633,0.46066275,0.49605215,0.46728155,0.42122436,0.5300222,0.43175113,0.49585858,0.35808313,0.3611615,0.6439203,0.5087215,0.6003521,0.6011329,0.76190853,0.4187985
HIP03597,0.002136752136752137,0.0,0.47272637,0.41698357,0.25902694,0.41869086,0.31899387,0.44795835,0.32564172,0.55207276,0.44596016,0.3045616,0.3450446,0.39050227,0.3320272,0.42641613,0.33043554,0.33812305
HIP03618,0.0025,1.0,0.76008713,0.7012534,0.53893775,0.7745141,0.7719822,0.51622015,0.61890334,0.6925125,0.7604525,0.88718534,0.33346522,0.6232919,0.18178686,0.23145029,0.43293464,0.7345426
HIP03630,0.0025,1.0,0.50178206,0.6277602,0.54789466,0.64202654,0.4562037,0.5122832,0.6642399,0.58184844,0.5926198,0.610826,0.5513704,0.7588664,0.5061884,0.31747288,0.50822115,0.5984452
HIP03651,0.002136752136752137,0.0,0.4935653,0.28067726,0.5108447,0.51116145,0.37212685,0.42926547,0.69988585,0.422598,0.5489142,0.33401424,0.5385367,0.2992088,0.27580833,0.45498732,0.52690864,0.5417578
HIP03677,0.0025,1.0,0.3526936,0.19054449,0.57461077,0.17137206,0.34660375,0.70879495,0.18553203,0.35226607,0.23864654,0.29812062,0.7284891,0.16324052,0.86425626,0.8799195,0.5584258,0.14213485
HIP03678,0.002136752136752137,0.0,0.6986598,0.3851315,0.71703625,0.5874028,0.5150782,0.62776434,0.44783244,0.6391665,0.34419382,0.5717294,0.7038016,0.37110958,0.44613364,0.44232258,0.65432787,0.73402834
HIP03685,0.002136752136752137,0.0,0.3198949,0.4209715,0.3480905,0.32347053,0.5145902,0.60635895,0.49584925,0.3949214,0.553899,0.32473335,0.33512965,0.49935946,0.26081556,0.3520527,0.3081291,0.39831567
HIP03693,0.002136752136752137,0.0,0.29654917,0.21522614,0.4310155,0.40069956,0.5271614,0.64535856,0.49066502,0.4798766,0.4320781,0.34971464,0.5227493,0.48983118,0.37663084,0.45835364,0.5277912,0.54256356
HIP03695,0.0025,1.0,0.34814262,0.5012332,0.71595716,0.6230001,0.32512623,0.56749916,0.32430184,0.50458056,0.38020378,0.51011366,0.57700044,0.75958073,0.7521019,0.60538226,0.62952685,0.41872084
HIP03720,0.0025,1.0,0.44407445,0.3629611,0.7232784,0.5501561,0.43457294,0.6772822,0.47316536,0.5908192,0.58991915,0.549697,0.5816038,0.48418707,0.43405378,0.5356066,0.6160158,0.53415346
HIP03732,0.002136752136752137,0.0,0.56191355,0.52297103,0.45055595,0.5473832,0.39784747,0.51020426,0.7166235,0.69104177,0.39445516,0.5281331,0.4067975,0.5418092,0.29336047,0.38488722,0.53632385,0.49226007
HIP03746,0.002136752136752137,0.0,0.472444,0.7500254,0.46356148,0.4345082,0.37320155,0.5173008,0.4332262,0.47655055,0.57634014,0.55894905,0.7996845,0.5353704,0.48304436,0.3940601,0.4939411,0.5749647
HIP03807,0.0025,1.0,0.41029996,0.575529,0.69046354,0.5732656,0.7863243,0.5581938,0.7584386,0.5982569,0.69558614,0.7222477,0.5233243,0.5389905,0.63041687,0.8176745,0.7038255,0.6121761
HIP04464,0.0025,1.0,0.33225167,0.33373904,0.7627702,0.37701088,0.4118118,0.71951854,0.6025826,0.37253195,0.27956325,0.4506376,0.77871513,0.5298356,0.7947648,0.76566046,0.6674086,0.41845602
HIP04471,0.002136752136752137,0.0,0.47554442,0.21244815,0.37616926,0.36717528,0.22245643,0.42433855,0.22522756,0.5492597,0.3679494,0.2366361,0.49498963,0.3768676,0.63023067,0.4529953,0.4024544,0.34300995
HIP04480,0.002136752136752137,0.0,0.374673,0.24412653,0.5881904,0.34439754,0.289569,0.6619762,0.5102273,0.43052983,0.4170829,0.41028008,0.6838267,0.2756888,0.3327564,0.47479126,0.5831274,0.43746883
HIP04498,0.002136752136752137,0.0,0.4817565,0.64792186,0.5017491,0.5090052,0.46663895,0.5508528,0.5613407,0.60395336,0.44717,0.62094647,0.43297672,0.47185707,0.5303272,0.47641888,0.5043362,0.6852442
HIP04510,0.0025,1.0,0.67479306,0.70166135,0.7240523,0.71217096,0.821021,0.6698099,0.7469034,0.6148808,0.7575027,0.7932377,0.59847057,0.6015802,0.34346795,0.571106,0.59334713,0.6291425
HIP04527,0.0025,1.0,0.6908572,0.92604077,0.49377567,0.6893073,0.7307038,0.6362455,0.55435485,0.67486167,0.5888544,0.84248996,0.47244257,0.82045245,0.6575829,0.5775377,0.44817436,0.7144181
HIP04532,0.002136752136752137,0.0,0.3325966,0.22893703,0.33465338,0.33873445,0.24225518,0.4309267,0.2236945,0.46318036,0.24137437,0.19758174,0.68908554,0.34207386,0.6238544,0.64218765,0.45308226,0.28947115
HIP04552,0.002136752136752137,0.0,0.23306498,0.15845147,0.655971,0.2514825,0.22135767,0.68270195,0.43665925,0.27607647,0.3917385,0.17440179,0.58096385,0.1922813,0.7341335,0.6931312,0.6593361,0.32031852
HIP04576,0.002136752136752137,0.0,0.25639397,0.17788967,0.5928019,0.23115799,0.3788423,0.735375,0.3711505,0.41504148,0.25868225,0.15660805,0.70774645,0.14725861,0.5833855,0.57313913,0.6638272,0.24953312
HIP04578,0.0025,1.0,0.50950515,0.5562395,0.51476985,0.53436136,0.7171284,0.3438282,0.31712586,0.46532208,0.46026272,0.5969469,0.2606042,0.51549983,0.37233323,0.45749938,0.37011012,0.4097378
HIP04597,0.002136752136752137,0.0,0.4593806,0.2868005,0.46940503,0.7025656,0.36052066,0.5921888,0.4879736,0.40769893,0.5452237,0.35577637,0.46930695,0.38884425,0.26957765,0.5259109,0.58869874,0.5391169
HIP04611,0.002136752136752137,0.0,0.38783583,0.37603664,0.37485552,0.35826823,0.5257015,0.5147683,0.64740884,0.43475336,0.29057157,0.39512977,0.58357215,0.33469182,0.62224025,0.61088383,0.51953614,0.3147866
HIP04958,0.002136752136752137,0.0,0.20772672,0.3205525,0.18544298,0.11683926,0.3916449,0.26938468,0.46011072,0.15823567,0.33477572,0.31788787,0.3296297,0.61144394,0.6070629,0.65408134,0.13368893,0.18750235
HIP05311,0.0025,1.0,0.8646327,0.87832904,0.4829417,0.6290371,0.770985,0.44795546,0.597681,0.58271605,0.41298115,0.7815596,0.7229628,0.81476855,0.51399803,0.6095886,0.54175884,0.6666973
HIP05331,0.0025,1.0,0.56039715,0.61520904,0.40626174,0.57452697,0.75041956,0.51287955,0.2801755,0.6255023,0.463665,0.625783,0.5508464,0.49595392,0.73024994,0.40069878,0.53515375,0.5384156
HIP05377,0.002136752136752137,0.0,0.526209,0.60254556,0.5705387,0.6033369,0.47022164,0.6517391,0.44769567,0.46803987,0.52399474,0.42165983,0.5633623,0.40789163,0.7412646,0.42400095,0.4412633,0.561778
HIP05388,0.002136752136752137,0.0,0.4592628,0.5268982,0.48768118,0.51332736,0.40850842,0.46615338,0.40175527,0.4237923,0.38551426,0.49134418,0.4787367,0.50880694,0.7488958,0.47551158,0.5292736,0.49973443
HIP05398,0.002136752136752137,0.0,0.3621804,0.13009429,0.73210216,0.3450048,0.24898669,0.5196047,0.24193555,0.3107286,0.28959695,0.17553014,0.6860755,0.1493609,0.52303284,0.6566491,0.75173813,0.24340117
HIP05409,0.002136752136752137,0.0,0.2435086,0.10584003,0.71004057,0.15780017,0.4427989,0.6690978,0.2451429,0.30689114,0.37564594,0.20629808,0.7225493,0.13235736,0.59766537,0.6645503,0.56532645,0.16677278
HIP05434,0.0025,1.0,0.58374304,0.49405894,0.7013284,0.61961424,0.51497555,0.73805726,0.567762,0.45083767,0.55733657,0.5938661,0.7167242,0.50744176,0.5260185,0.519886,0.689749,0.6035554
HIP05437,0.0025,1.0,0.35683164,0.41753337,0.5347135,0.39790502,0.52145505,0.5062358,0.44300714,0.42490423,0.4011504,0.38637057,0.6321092,0.51484156,0.5086473,0.74671626,0.48139587,0.35219288
HIP05444,0.002136752136752137,0.0,0.262337,0.25789097,0.42099768,0.44423395,0.43689233,0.35567445,0.39854282,0.3445673,0.327096,0.27351236,0.41679123,0.2793098,0.406735,0.55781287,0.4001164,0.36210352
HIP05455,0.0025,1.0,0.44146004,0.48635438,0.66711575,0.49720964,0.62131387,0.54324055,0.5638036,0.54757047,0.49177128,0.70618105,0.55306417,0.40265143,0.6583072,0.5659039,0.6936325,0.5601475
HIP05460,0.0025,1.0,0.76790726,0.5977608,0.44279432,0.533967,0.45750594,0.43790138,0.5670029,0.594766,0.5824786,0.68842316,0.5970485,0.6698741,0.34624782,0.5487054,0.5482299,0.5560561
