Sample,Weight,Label,Prediction_0,Prediction_1,Prediction_2,Prediction_3,Prediction_4,Prediction_5,Prediction_6,Prediction_7,Prediction_8,Prediction_9,Prediction_10,Prediction_11,Prediction_12,Prediction_13,Prediction_14,Prediction_15
HIP00775,0.0025,1.0,0.4717267,0.35400766,0.42535448,0.4189884,0.3922853,0.66861176,0.48048308,0.906314,0.4330965,0.48281288,0.51403946,0.73829156,0.46148136,0.50336564,0.47069156,0.77329314
HIP00779,0.002136752136752137,0.0,0.627329,0.32596353,0.43333915,0.55405915,0.31652522,0.33374673,0.33044845,0.40596354,0.33277935,0.59832746,0.40217474,0.34327096,0.2851255,0.325958,0.5842712,0.42492086
HIP00805,0.002136752136752137,0.0,0.22760364,0.5662915,0.47608852,0.21121722,0.61110634,0.45791474,0.51606125,0.31419888,0.578266,0.3025155,0.6434902,0.3838873,0.5637547,0.50396276,0.27118856,0.12799704
HIP00813,0.0025,1.0,0.57276976,0.3443259,0.56553006,0.67232573,0.325789,0.5445628,0.645615,0.574023,0.3997003,0.6004759,0.49681723,0.64011323,0.5855015,0.48561487,0.71273106,0.6760357
HIP00819,0.002136752136752137,0.0,0.6413542,0.36220586,0.37106696,0.6102071,0.3781543,0.22765991,0.36313647,0.2960255,0.3874875,0.57264155,0.42664513,0.3132708,0.33917105,0.4755886,0.74659526,0.19027796
HIP00822,0.002136752136752137,0.0,0.58160466,0.48315832,0.5410427,0.6249454,0.4398463,0.42400926,0.4667487,0.31625062,0.51815844,0.78749686,0.4796261,0.6140491,0.6393803,0.5896491,0.5669282,0.20390677
HIP00825,0.002136752136752137,0.0,0.7256424,0.18006039,0.2635497,0.74536884,0.17916721,0.19321054,0.3752123,0.08633059,0.18429455,0.6140214,0.3055979,0.31536937,0.27807924,0.22236702,0.814335,0.40700734
HIP00826,0.002136752136752137,0.0,0.55016327,0.6143572,0.6151869,0.4974921,0.45812207,0.6958087,0.5318475,0.47415727,0.7650964,0.59471744,0.49306297,0.6114024,0.53078043,0.6099078,0.5351808,0.5375236
HIP00838,0.0025,1.0,0.50908285,0.46566644,0.47333586,0.75488234,0.63334197,0.3097536,0.54544294,0.41269553,0.3455906,0.45632994,0.44627225,0.42327878,0.6261017,0.27488214,0.4488339,0.39111596
HIP00851,0.0025,1.0,0.500118,0.45725492,0.37685984,0.5649667,0.47960952,0.47233984,0.40927342,0.44962648,0.5040203,0.4442125,0.36935806,0.19460276,0.45172223,0.309207,0.61398995,0.6820915
HIP00898,0.0025,1.0,0.5305764,0.3582123,0.42104292,0.5036395,0.4766088,0.59073675,0.3310689,0.53994215,0.48694888,0.6317727,0.6136291,0.28494808,0.32836705,0.3213028,0.5381423,0.74964285
HIP00904,0.002136752136752137,0.0,0.56693244,0.6498753,0.53068674,0.73471975,0.527736,0.3445426,0.6023856,0.3200996,0.45236024,0.45506355,0.4776743,0.60615015,0.5784932,0.5981773,0.51591104,0.22803083
HIP00924,0.0025,1.0,0.49961528,0.48135498,0.44335264,0.50601196,0.5651838,0.4363829,0.35299516,0.32140303,0.7483476,0.6735603,0.50156826,0.5941018,0.43604085,0.48419937,0.5921995,0.45522448
HIP00926,0.002136752136752137,0.0,0.609433,0.2701104,0.28577173,0.66096544,0.31872788,0.28972134,0.33776927,0.14040804,0.34984544,0.5268022,0.39146632,0.3928826,0.3176667,0.45712918,0.65845966,0.30394053
HIP00971,0.0025,1.0,0.41554883,0.6773456,0.6840379,0.25687313,0.63517547,0.8956659,0.42730364,0.9318793,0.563197,0.62997496,0.6808795,0.6158717,0.574088,0.5253863,0.4357517,0.6934743
HIP00985,0.0025,1.0,0.36729285,0.81132436,0.66345406,0.3462086,0.6706435,0.6250767,0.4473025,0.58832246,0.57908165,0.5285698,0.51257724,0.478322,0.6151013,0.51466703,0.29969823,0.20491615
HIP00997,0.002136752136752137,0.0,0.6617948,0.3239339,0.42745444,0.69242656,0.37331527,0.27610728,0.42081445,0.23900494,0.42585447,0.54657745,0.46422985,0.46944812,0.45887545,0.36250776,0.5423993,0.22118801
HIP01022,0.002136752136752137,0.0,0.3611319,0.4594622,0.44740236,0.28991824,0.47508833,0.3586784,0.37748823,0.11088893,0.4392667,0.49589553,0.5106594,0.3946958,0.5698781,0.6083532,0.256372,0.053410023
HIP01160,0.002136752136752137,0.0,0.65721804,0.3422582,0.38203362,0.67215514,0.43558285,0.44986334,0.32507497,0.34960756,0.5285817,0.59421194,0.56806815,0.31568384,0.31713238,0.5339835,0.7557358,0.38158455
HIP01161,0.002136752136752137,0.0,0.88135594,0.42469293,0.4264127,0.8383394,0.44048965,0.19586474,0.56856,0.17478076,0.5215377,0.70156765,0.49545407,0.37666053,0.31243545,0.48231894,0.75346404,0.46233463
HIP01206,0.002136752136752137,0.0,0.47313768,0.3949084,0.488363,0.41020745,0.48583475,0.44548443,0.48623464,0.53927195,0.52283424,0.48306406,0.56483114,0.6895952,0.42248362,0.60640216,0.44680074,0.2689917
HIP01219,0.0025,1.0,0.34006196,0.7478853,0.37863642,0.46548754,0.79386294,0.6267458,0.4502646,0.9262615,0.60454065,0.4640785,0.5575798,0.80835414,0.5528955,0.7723087,0.43176448,0.87227434
HIP01220,0.0025,1.0,0.44781554,0.73933643,0.4695402,0.4416043,0.5613676,0.576579,0.5772646,0.79169923,0.58386207,0.48539662,0.5736464,0.3917015,0.6892072,0.74202436,0.47201473,0.70664316
HIP01223,0.0025,1.0,0.659665,0.43056682,0.41460007,0.6687625,0.60331285,0.4096715,0.43263605,0.5799839,0.52286667,0.6436254,0.3585853,0.43179658,0.3649789,0.41490605,0.85707587,0.74935204
HIP01232,0.0025,1.0,0.3969078,0.64033455,0.5145236,0.3525216,0.65281916,0.7199067,0.70978487,0.89710146,0.7687567,0.51323414,0.5399215,0.54079896,0.6991269,0.6232681,0.2929916,0.485762
HIP01253,0.002136752136752137,0.0,0.3885514,0.6943513,0.5416124,0.7101666,0.5729223,0.5644109,0.7176136,0.38280857,0.53431624,0.5402767,0.5253402,0.7691242,0.7414905,0.7261442,0.49234742,0.39964488
HIP01313,0.002136752136752137,0.0,0.59456563,0.30805072,0.36847097,0.63043106,0.6123074,0.27531242,0.38971758,0.5088956,0.3336593,0.4759173,0.44300637,0.44144288,0.33069938,0.32709655,0.66390866,0.31922513
HIP01359,0.002136752136752137,0.0,0.34272307,0.41417396,0.4733367,0.48718092,0.47231495,0.23227954,0.41808385,0.07512882,0.466653,0.3609689,0.39422572,0.32244378,0.39779782,0.43235087,0.5359319,0.122642845
HIP01391,0.002136752136752137,0.0,0.44508716,0.6593448,0.53522795,0.5261656,0.6331059,0.51599026,0.4810092,0.26836282,0.5264493,0.4921974,0.5300409,0.2896508,0.43307227,0.5589313,0.38542587,0.19815743
HIP01392,0.002136752136752137,0.0,0.50652,0.62108153,0.67990017,0.46369573,0.61933774,0.47795653,0.6690325,0.39705178,0.44158024,0.5578228,0.47070068,0.59219307,0.6478464,0.57854116,0.4467895,0.14855528
HIP01470,0.0025,1.0,0.6074274,0.52934057,0.4308984,0.65025365,0.6063913,0.24438828,0.58056146,0.24037722,0.50215757,0.6209812,0.4772563,0.67048025,0.41924536,0.49647465,0.7660105,0.22845238
HIP01596,0.002136752136752137,0.0,0.5110674,0.7383097,0.7182057,0.57752126,0.44768465,0.5173421,0.78494865,0.39017308,0.6032741,0.5177418,0.5190526,0.45731163,0.67754436,0.61524796,0.54471624,0.45937148
HIP01597,0.002136752136752137,0.0,0.6307517,0.49352384,0.56014687,0.5807735,0.5102813,0.16718918,0.41209102,0.19850475,0.253169,0.7519705,0.37867582,0.5130842,0.34051523,0.3645866,0.62912035,0.5073125
HIP01797,0.002136752136752137,0.0,0.54943824,0.44044572,0.5625202,0.61687946,0.45017272,0.28852615,0.60670304,0.33747068,0.45214987,0.5279216,0.35195568,0.68759066,0.39472222,0.5203681,0.6310483,0.69425344
HIP01820,0.002136752136752137,0.0,0.5795403,0.3146145,0.48729295,0.57832074,0.30257004,0.2530775,0.37987596,0.29479185,0.28824574,0.45682693,0.34957007,0.29754964,0.2886355,0.2875601,0.49929258,0.25797158
HIP01850,0.0025,1.0,0.66263527,0.36407962,0.48507258,0.62291706,0.5089394,0.58162916,0.4449139,0.72568536,0.548602,0.50809956,0.38042805,0.5958934,0.4915005,0.3926047,0.59141064,0.51870793
HIP01870,0.002136752136752137,0.0,0.39061347,0.54840326,0.4013118,0.7000847,0.5698668,0.39412215,0.4093609,0.5738773,0.62795466,0.48080173,0.5300228,0.4629016,0.582991,0.63310134,0.47773755,0.75905037
HIP02078,0.0025,1.0,0.8058765,0.4482903,0.40860224,0.52321,0.40868443,0.5756296,0.48410934,0.5907557,0.4111176,0.6190574,0.48422766,0.75352764,0.32737866,0.5353677,0.7247732,0.6077544
HIP02090,0.002136752136752137,0.0,0.6348329,0.35752988,0.27159113,0.65811694,0.23273745,0.09746748,0.33257622,0.20543626,0.2530598,0.6531582,0.3451274,0.31289342,0.1423763,0.27889836,0.8021848,0.19142377
HIP02103,0.002136752136752137,0.0,0.6506122,0.2273683,0.29779977,0.53802407,0.26918364,0.076707095,0.20197046,0.029847383,0.33559838,0.45152307,0.3271007,0.08705631,0.13570589,0.21627751,0.68986523,0.06750822
HIP02112,0.002136752136752137,0.0,0.7094106,0.15248755,0.33295718,0.84279156,0.20093825,0.06296745,0.27216005,0.04987952,0.20765087,0.5302681,0.23862672,0.33160964,0.16074094,0.22044677,0.73010594,0.14980385
HIP02126,0.0025,1.0,0.83815134,0.21853906,0.27707928,0.8202585,0.19429862,0.29198223,0.5761589,0.39632493,0.3099314,0.595497,0.3052742,0.4195711,0.30202693,0.42582455,0.81261086,0.722693
HIP02271,0.0025,1.0,0.57207763,0.74058056,0.7301186,0.39771733,0.6215781,0.75762427,0.6677744,0.8304211,0.63836294,0.4904744,0.5241826,0.58143014,0.71765023,0.58454555,0.39660972,0.66097635
HIP02734,0.002136752136752137,0.0,0.7745956,0.34374297,0.5076577,0.6625529,0.6198675,0.28627223,0.49713412,0.16377968,0.37934023,0.7355989,0.42485446,0.45604503,0.32020825,0.475754,0.67895496,0.46648693
HIP02737,0.002136752136752137,0.0,0.46166307,0.45016426,0.5636344,0.57636684,0.48366043,0.6777283,0.5019516,0.6064654,0.50445163,0.56777215,0.5522601,0.4485568,0.69644123,0.53607684,0.3099811,0.7574554
HIP02790,0.0025,1.0,0.76304436,0.20158073,0.3850685,0.84834546,0.393699,0.32527643,0.4207264,0.26597273,0.27499974,0.5949597,0.3502739,0.51608825,0.25067765,0.17297441,0.83724976,0.48579493
HIP02811,0.002136752136752137,0.0,0.4040349,0.440233,0.3695918,0.48034048,0.3872805,0.25996047,0.4344686,0.25605407,0.40835953,0.50526005,0.44725978,0.3377583,0.29393345,0.2628491,0.3899797,0.19861966
HIP02820,0.002136752136752137,0.0,0.44213265,0.34566057,0.420334,0.5767396,0.32585043,0.19706649,0.33542687,0.18060803,0.35020015,0.54073656,0.46602005,0.37625974,0.3494872,0.26337922,0.4659438,0.18542638
HIP02877,0.002136752136752137,0.0,0.3019586,0.4006336,0.31996858,0.32486898,0.47905517,0.50486684,0.3148418,0.7553232,0.40827912,0.36991143,0.42339537,0.25488496,0.4770582,0.46280226,0.68546075,0.6999928
HIP02931,0.002136752136752137,0.0,0.62469554,0.51821065,0.50729364,0.6793698,0.41084918,0.21747556,0.48195937,0.15822554,0.5301474,0.6799547,0.44389293,0.36074156,0.43886173,0.4820254,0.52703536,0.13097444
HIP02947,0.0025,1.0,0.5198593,0.5702896,0.55609024,0.5505976,0.57599777,0.5832396,0.603762,0.8269261,0.45832062,0.56643254,0.4884422,0.687135,0.59312487,0.40038556,0.4191569,0.53219247
HIP02962,0.0025,1.0,0.29185188,0.720141,0.6814939,0.34402162,0.7982267,0.86005557,0.68772256,0.95455956,0.71408343,0.43034226,0.61012393,0.6249353,0.704023,0.68242455,0.35835242,0.85562664
HIP03004,0.002136752136752137,0.0,0.2763692,0.7356974,0.5510592,0.5237008,0.39641902,0.68512917,0.58212894,0.7781757,0.53367466,0.3566079,0.45646545,0.3577071,0.5558668,0.62630165,0.62471,0.43454778
HIP03099,0.002136752136752137,0.0,0.60892594,0.53057516,0.662206,0.5516456,0.3031476,0.5955694,0.6310927,0.22979754,0.50430435,0.5984124,0.6381249,0.6585674,0.5008973,0.48486963,0.4855857,0.26074433
HIP03107,0.002136752136752137,0.0,0.6392941,0.4680542,0.55941415,0.5043108,0.38487956,0.5024579,0.498228,0.39094445,0.4081132,0.5151823,0.33012277,0.394265,0.5490623,0.43276143,0.42374468,0.67145705
HIP03125,0.002136752136752137,0.0,0.31121433,0.38832054,0.39962626,0.2801262,0.5052759,0.42984688,0.4929326,0.3753329,0.4858353,0.5407655,0.49096897,0.24761978,0.555396,0.5891744,0.4213124,0.34606278
HIP03184,0.002136752136752137,0.0,0.086164474,0.44401664,0.534963,0.055867225,0.58878714,0.77900445,0.3584103,0.44552708,0.45424822,0.08984786,0.4205585,0.23431572,0.51618344,0.37075695,0.11418119,0.25641125
HIP03216,0.0025,1.0,0.34417704,0.47781485,0.5069096,0.28591982,0.5848994,0.62777114,0.5587554,0.79134005,0.6553384,0.41086495,0.53660995,0.537394,0.5206075,0.71983564,0.41193104,0.71074796
HIP03228,0.002136752136752137,0.0,0.6505198,0.1924926,0.28120047,0.8126631,0.25060552,0.1291424,0.3213969,0.17968935,0.1725665,0.71072006,0.3684166,0.5252494,0.13752937,0.20067605,0.7034342,0.2710814
HIP03233,0.0025,1.0,0.45462954,0.3780876,0.5343253,0.52466816,0.4114436,0.45208365,0.47663328,0.29188192,0.38843718,0.27925536,0.46264717,0.4291466,0.6094684,0.58788055,0.6249471,0.16161042
HIP03236,0.002136752136752137,0.0,0.55485356,0.22570425,0.35116774,0.49527004,0.3542163,0.13200256,0.28037775,0.083031416,0.2885943,0.4923579,0.32321095,0.0983544,0.15589905,0.36711025,0.63460255,0.3867939
HIP03275,0.0025,1.0,0.3545072,0.5840919,0.7351985,0.41509783,0.5024675,0.7697019,0.7588563,0.8400593,0.6786417,0.45948267,0.6567499,0.66519547,0.90172994,0.54384005,0.36708757,0.78968
HIP03378,0.0025,1.0,0.3298801,0.71620476,0.60574806,0.34902513,0.6922288,0.82178736,0.5395546,0.48468605,0.7004744,0.42970476,0.69013906,0.43080372,0.77094805,0.6076626,0.35280663,0.4695567
HIP03381,0.0025,1.0,0.6318583,0.7659459,0.46103328,0.64434004,0.6227695,0.4595818,0.47896945,0.48377308,0.6236558,0.6757824,0.44673386,0.5963922,0.57194227,0.5909928,0.6475597,0.40859652
HIP03385,0.002136752136752137,0.0,0.34912714,0.6323207,0.5124715,0.29675794,0.6573725,0.51127964,0.5402724,0.20158628,0.56843174,0.43103224,0.65017605,0.47276455,0.5886648,0.6620641,0.350877,0.107183844
HIP03484,0.002136752136752137,0.0,0.59249175,0.58916783,0.45852774,0.34753639,0.51248735,0.46777663,0.5150135,0.5675885,0.5330322,0.39743787,0.5828122,0.5681066,0.6749201,0.5806288,0.5926814,0.30847877
HIP03495,0.0025,1.0,0.27575183,0.59791684,0.63527894,0.24123865,0.7722824,0.59682494,0.6343436,0.66992056,0.6813202,0.40038362,0.63579196,0.7363897,0.7476915,0.5997308,0.26085454,0.1915926
HIP03502,0.002136752136752137,0.0,0.3721375,0.28081876,0.3207757,0.19837031,0.39664358,0.598884,0.31029272,0.73072606,0.5055815,0.307364,0.47148427,0.2240501,0.26166558,0.30289048,0.3083014,0.78195894
HIP03505,0.002136752136752137,0.0,0.45764962,0.72511965,0.71180147,0.44994143,0.57105875,0.7201218,0.6266335,0.7844533,0.6251053,0.54882073,0.549755,0.622743,0.8066802,0.52530766,0.5016306,0.37675577
HIP03511,0.0025,1.0,0.34867328,0.42470038,0.68031776,0.49754634,0.44855532,0.64311266,0.59367466,0.5619051,0.623595,0.49874705,0.5294187,0.6887077,0.7439264,0.7771911,0.43934748,0.2719776
HIP03591,0.002136752136752137,0.0,0.43604183,0.44949403,0.6393163,0.5137836,0.47513223,0.4337443,0.58378273,0.33629912,0.426539,0.4581922,0.4058857,0.6981131,0.6370516,0.52032495,0.46527177,0.42951185
HIP03597,0.002136752136752137,0.0,0.33374393,0.2838959,0.35758984,0.3785462,0.42502913,0.46092227,0.43297654,0.2200507,0.5309946,0.33752537,0.41482338,0.2636211,0.42871106,0.45287445,0.46463874,0.14974049
HIP03618,0.0025,1.0,0.33951065,0.78943545,0.65095174,0.37170422,0.73037857,0.75081277,0.6901637,0.7912211,0.77290916,0.3898703,0.5556371,0.7932813,0.7782655,0.6806491,0.29906124,0.8626834
HIP03630,0.0025,1.0,0.38209665,0.5520895,0.38680822,0.5121781,0.5718506,0.7286916,0.5054281,0.83010006,0.5883731,0.63721013,0.6182154,0.4828659,0.5593455,0.6003081,0.51332164,0.4396758
HIP03651,0.002136752136752137,0.0,0.5236183,0.42843062,0.4085326,0.55106384,0.40293205,0.37847796,0.45127633,0.17979246,0.54519814,0.44684884,0.32489797,0.56838346,0.39852014,0.5632093,0.6881634,0.44010872
HIP03677,0.0025,1.0,0.7385722,0.1740618,0.27790302,0.75809216,0.17385414,0.09137407,0.30376244,0.09773219,0.21536365,0.6293911,0.4217193,0.42819834,0.29458904,0.27672923,0.77268815,0.57064986
HIP03678,0.002136752136752137,0.0,0.75383866,0.7523266,0.45054203,0.7076708,0.6491688,0.33222568,0.44266537,0.21265423,0.77717006,0.73663306,0.69953036,0.4498731,0.51836663,0.6603153,0.766613,0.19506535
HIP03685,0.002136752136752137,0.0,0.42146298,0.39941305,0.5980208,0.43882555,0.41336104,0.37631446,0.5597877,0.2644211,0.39946857,0.33935648,0.3195914,0.5992515,0.54249686,0.48998094,0.55970734,0.109270126
HIP03693,0.002136752136752137,0.0,0.50602907,0.43340668,0.5416726,0.5737662,0.3882918,0.25644988,0.38755974,0.13518164,0.37422836,0.60683554,0.41204226,0.40230954,0.395354,0.3302346,0.5314903,0.63112247
HIP03695,0.0025,1.0,0.55757755,0.35922456,0.424248,0.6706209,0.51866496,0.6254816,0.50083053,0.52363515,0.50526893,0.5943801,0.45755863,0.61109763,0.42194188,0.52684814,0.69684076,0.815729
HIP03720,0.0025,1.0,0.606084,0.55841863,0.5749135,0.61247504,0.48335642,0.5421274,0.39547235,0.2704236,0.5475733,0.54070973,0.50302047,0.3055965,0.44082314,0.56173444,0.79600704,0.32066423
HIP03732,0.002136752136752137,0.0,0.3601787,0.5552021,0.42987758,0.49614805,0.5496646,0.503718,0.4033127,0.53050435,0.5105103,0.4675944,0.6666814,0.5596197,0.4963773,0.6207426,0.3017211,0.35137147
HIP03746,0.002136752136752137,0.0,0.49604845,0.7476687,0.6370214,0.5736836,0.5958314,0.72622406,0.5277796,0.8377516,0.44401467,0.46382913,0.5173916,0.41370618,0.5162437,0.6434157,0.49547797,0.45959198
HIP03807,0.0025,1.0,0.6174973,0.57337093,0.58347046,0.5963814,0.7064916,0.5879329,0.58493805,0.6112702,0.7162254,0.54232633,0.52212846,0.7278624,0.63432884,0.6885945,0.6761419,0.9106842
HIP04464,0.0025,1.0,0.7954422,0.39185134,0.3944979,0.78168875,0.51776624,0.2709602,0.5061454,0.51280576,0.40212667,0.6785137,0.31347626,0.5839951,0.297177,0.3871421,0.7075496,0.627205
HIP04471,0.002136752136752137,0.0,0.46375299,0.31001216,0.51726615,0.47813648,0.29421467,0.40894777,0.29593414,0.22932127,0.3942389,0.5221511,0.50094026,0.22589487,0.3453729,0.16926107,0.57997674,0.1965768
HIP04480,0.002136752136752137,0.0,0.44356334,0.39122567,0.4683166,0.639196,0.5223056,0.2857785,0.69138664,0.27316618,0.37488174,0.62272465,0.41541106,0.6484384,0.49956906,0.46943384,0.5593838,0.20448351
HIP04498,0.002136752136752137,0.0,0.59745085,0.4778604,0.51067907,0.502098,0.58722323,0.5572511,0.6599992,0.6796773,0.43025962,0.49137384,0.47680455,0.54436725,0.5672895,0.6136103,0.4682021,0.8021158
HIP04510,0.0025,1.0,0.5965021,0.8070656,0.6780091,0.5364253,0.73752165,0.75954866,0.50470674,0.8486097,0.6226241,0.76493627,0.69240767,0.59042966,0.6649275,0.65083915,0.5866682,0.89221865
HIP04527,0.0025,1.0,0.55779046,0.7608775,0.5686642,0.55812824,0.63724494,0.89612955,0.63052624,0.91964114,0.7244922,0.6209014,0.71883976,0.5111549,0.70380324,0.64729434,0.45977905,0.83581555
HIP04532,0.002136752136752137,0.0,0.49851623,0.20307961,0.36359966,0.44690415,0.39527637,0.406934,0.23714021,0.24201989,0.29738212,0.40688646,0.3592473,0.1530095,0.18519032,0.22834074,0.60572535,0.25588715
HIP04552,0.002136752136752137,0.0,0.6752655,0.21232548,0.39138588,0.7669785,0.33831745,0.11315659,0.2899258,0.13168767,0.23822331,0.5330259,0.29104584,0.25311372,0.19323573,0.3990011,0.6657798,0.31013826
HIP04576,0.002136752136752137,0.0,0.61512035,0.20964846,0.398221,0.7927524,0.20460287,0.16574723,0.27164894,0.36311686,0.19442216,0.60552293,0.25566342,0.33604592,0.2050744,0.15672699,0.6036035,0.29926294
HIP04578,0.0025,1.0,0.5604414,0.31994918,0.5798737,0.37001988,0.37119967,0.6848033,0.35485715,0.807819,0.49325383,0.48285758,0.69587404,0.26885968,0.3976909,0.49525887,0.38310093,0.86882734
HIP04597,0.002136752136752137,0.0,0.43419665,0.4596925,0.48355216,0.46382642,0.50010324,0.6134455,0.58709437,0.5103502,0.3778195,0.6881952,0.49481094,0.5842653,0.4361165,0.46463853,0.65581334,0.21896967
HIP04611,0.002136752136752137,0.0,0.4672042,0.41428477,0.32660955,0.62032783,0.40255004,0.43264365,0.37703925,0.44096547,0.33740735,0.3703155,0.35357872,0.2447545,0.40357682,0.537271,0.44027078,0.4753523
HIP04958,0.002136752136752137,0.0,0.2795811,0.1278255,0.41793278,0.3796866,0.17206514,0.38891488,0.3187089,0.40918425,0.16653448,0.20211902,0.26037008,0.3685729,0.3052584,0.23224047,0.28034335,0.49354663
HIP05311,0.0025,1.0,0.57692766,0.77086854,0.59667283,0.40332648,0.8233839,0.8246443,0.8035219,0.8269827,0.77534664,0.63928926,0.6206137,0.80100036,0.55716366,0.7531184,0.71207315,0.95758766
HIP05331,0.0025,1.0,0.61553425,0.525352,0.35863334,0.55318654,0.5256534,0.5979228,0.34373647,0.74737585,0.6941724,0.66717553,0.6782802,0.22184908,0.44834048,0.58706784,0.6527989,0.7622819
HIP05377,0.002136752136752137,0.0,0.51182544,0.45757878,0.4279033,0.45306644,0.36260474,0.53077435,0.3453851,0.538051,0.44953266,0.5059057,0.50524527,0.41579685,0.3881211,0.63178504,0.6290684,0.4157369
HIP05388,0.002136752136752137,0.0,0.43043882,0.34005004,0.44756702,0.5044266,0.5978649,0.6465856,0.48458767,0.5425596,0.52048,0.37041223,0.63653547,0.40889785,0.42975977,0.4401942,0.37911564,0.69623125
HIP05398,0.002136752136752137,0.0,0.6478864,0.17150655,0.42559928,0.57821536,0.28174615,0.09038678,0.36304784,0.04474753,0.20132369,0.4825647,0.35381177,0.48762983,0.31790787,0.23362821,0.70640886,0.22663459
HIP05409,0.002136752136752137,0.0,0.5835049,0.19723535,0.20167667,0.71612585,0.2564721,0.11773571,0.42894983,0.055358887,0.30196702,0.5167216,0.30481952,0.32525343,0.22917593,0.19169676,0.6656369,0.12507111
HIP05434,0.0025,1.0,0.6019211,0.6146434,0.5052169,0.6314185,0.56345206,0.45590827,0.5793569,0.7822538,0.54034626,0.62263197,0.53196347,0.7531029,0.46036276,0.71635973,0.6471326,0.7343045
HIP05437,0.0025,1.0,0.6405692,0.27889964,0.52026194,0.57633704,0.3295715,0.38577503,0.46655697,0.29642212,0.3459707,0.4339521,0.5394633,0.61370283,0.31246167,0.431006,0.5155169,0.7154113
HIP05444,0.002136752136752137,0.0,0.39125925,0.3403433,0.36396012,0.33665222,0.43630248,0.18127635,0.41330114,0.09049246,0.42189214,0.3315798,0.4504724,0.3232561,0.35170516,0.32224065,0.46249393,0.05491522
HIP05455,0.0025,1.0,0.7323382,0.49679995,0.48817468,0.58041286,0.49199408,0.41679272,0.54507893,0.80484104,0.4596103,0.5238332,0.47956148,0.5013546,0.39998686,0.32984197,0.65936434,0.91792357
HIP05460,0.0025,1.0,0.44989994,0.71805143,0.61014676,0.6010826,0.6274985,0.7747468,0.66628015,0.87948763,0.6445162,0.61077523,0.561362,0.64932156,0.7426393,0.7792089,0.63602114,0.91500497
